"text","line_number","section","chapter_number","paragraph_number"
"of course have been most anxious to protect himself. That protection",8639,"text",46,1064
"could only consist in his own predominating brain and heart and hand,",8640,"text",46,1064
"backed by a heedful, closely calculating attention to every minute",8641,"text",46,1064
"atmospheric influence which it was possible for his crew to be",8642,"text",46,1064
"subjected to.",8643,"text",46,1064
"",8644,"text",46,1065
"For all these reasons then, and others perhaps too analytic to be",8645,"text",46,1065
"verbally developed here, Ahab plainly saw that he must still in a good",8646,"text",46,1065
"degree continue true to the natural, nominal purpose of the Pequod’s",8647,"text",46,1065
"voyage; observe all customary usages; and not only that, but force",8648,"text",46,1065
"himself to evince all his well known passionate interest in the general",8649,"text",46,1065
"pursuit of his profession.",8650,"text",46,1065
"",8651,"text",46,1066
"Be all this as it may, his voice was now often heard hailing the three",8652,"text",46,1066
"mast-heads and admonishing them to keep a bright look-out, and not omit",8653,"text",46,1066
"reporting even a porpoise. This vigilance was not long without reward.",8654,"text",46,1066
"",8655,"text",46,1067
"",8656,"text",46,1068
"",8657,"text",46,1069
"",8658,"text",46,1070
"CHAPTER XLVII. THE MAT-MAKER",8659,"text",47,1070
"",8660,"text",47,1071
"",8661,"text",47,1072
"It was a cloudy, sultry afternoon; the seamen were lazily lounging",8662,"text",47,1072
"about the decks, or vacantly gazing over into the lead-colored waters.",8663,"text",47,1072
"Queequeg and I were mildly employed weaving what is called a sword-mat,",8664,"text",47,1072
"for an additional lashing to our boat. So still and subdued and yet",8665,"text",47,1072
"somehow preluding was all the scene, and such an incantation of revery",8666,"text",47,1072
"lurked in the air, that each silent sailor seemed resolved into his own",8667,"text",47,1072
"invisible self.",8668,"text",47,1072
"",8669,"text",47,1073
"I was the attendant or page of Queequeg, while busy at the mat. As I",8670,"text",47,1073
"kept passing and repassing the filling or woof of marline between the",8671,"text",47,1073
"long yarns of the warp, using my own hand for the shuttle, and as",8672,"text",47,1073
"Queequeg, standing sideways, ever and anon slid his heavy oaken sword",8673,"text",47,1073
"between the threads, and idly looking off upon the water, carelessly",8674,"text",47,1073
"and unthinkingly drove home every yarn: I say so strange a dreaminess",8675,"text",47,1073
"did there then reign all over the ship and all over the sea, only",8676,"text",47,1073
"broken by the intermitting dull sound of the sword, that it seemed as",8677,"text",47,1073
"if this were the Loom of Time, and I myself were a shuttle mechanically",8678,"text",47,1073
"weaving and weaving away at the Fates. There lay the fixed threads of",8679,"text",47,1073
"the warp subject to but one single, ever returning, unchanging",8680,"text",47,1073
"vibration, and that vibration merely enough to admit of the crosswise",8681,"text",47,1073
"interblending of other threads with its own. This warp seemed",8682,"text",47,1073
"necessity; and here, thought I, with my own hand I ply my own shuttle",8683,"text",47,1073
"and weave my own destiny into these unalterable threads. Meantime,",8684,"text",47,1073
"Queequeg’s impulsive, indifferent sword, sometimes hitting the woof",8685,"text",47,1073
"slantingly, or crookedly, or strongly, or weakly, as the case might be;",8686,"text",47,1073
"and by this difference in the concluding blow producing a corresponding",8687,"text",47,1073
"contrast in the final aspect of the completed fabric; this savage’s",8688,"text",47,1073
"sword, thought I, which thus finally shapes and fashions both warp and",8689,"text",47,1073
"woof; this easy, indifferent sword must be chance—aye, chance, free",8690,"text",47,1073
"will, and necessity—no wise incompatible—all interweavingly working",8691,"text",47,1073
"together. The straight warp of necessity, not to be swerved from its",8692,"text",47,1073
"ultimate course—its every alternating vibration, indeed, only tending",8693,"text",47,1073
"to that; free will still free to ply her shuttle between given threads;",8694,"text",47,1073
"and chance, though restrained in its play within the right lines of",8695,"text",47,1073
"necessity, and sideways in its motions directed by free will, though",8696,"text",47,1073
"thus prescribed to by both, chance by turns rules either, and has the",8697,"text",47,1073
"last featuring blow at events.",8698,"text",47,1073
"",8699,"text",47,1074
" Thus we were weaving and weaving away when I started at a sound so",8700,"text",47,1074
" strange, long drawn, and musically wild and unearthly, that the ball",8701,"text",47,1074
" of free will dropped from my hand, and I stood gazing up at the clouds",8702,"text",47,1074
" whence that voice dropped like a wing. High aloft in the cross-trees",8703,"text",47,1074
" was that mad Gay-Header, Tashtego. His body was reaching eagerly",8704,"text",47,1074
" forward, his hand stretched out like a wand, and at brief sudden",8705,"text",47,1074
" intervals he continued his cries. To be sure the same sound was that",8706,"text",47,1074
" very moment perhaps being heard all over the seas, from hundreds of",8707,"text",47,1074
" whalemen’s look-outs perched as high in the air; but from few of those",8708,"text",47,1074
" lungs could that accustomed old cry have derived such a marvellous",8709,"text",47,1074
" cadence as from Tashtego the Indian’s.",8710,"text",47,1074
"",8711,"text",47,1075
"As he stood hovering over you half suspended in air, so wildly and",8712,"text",47,1075
"eagerly peering towards the horizon, you would have thought him some",8713,"text",47,1075
"prophet or seer beholding the shadows of Fate, and by those wild cries",8714,"text",47,1075
"announcing their coming.",8715,"text",47,1075
"",8716,"text",47,1076
"“There she blows! there! there! there! she blows! she blows!”",8717,"text",47,1076
"",8718,"text",47,1077
"“Where-away?”",8719,"text",47,1077
"",8720,"text",47,1078
"“On the lee-beam, about two miles off! a school of them!”",8721,"text",47,1078
"",8722,"text",47,1079
"Instantly all was commotion.",8723,"text",47,1079
"",8724,"text",47,1080
"The Sperm Whale blows as a clock ticks, with the same undeviating and",8725,"text",47,1080
"reliable uniformity. And thereby whalemen distinguish this fish from",8726,"text",47,1080
"other tribes of his genus.",8727,"text",47,1080
"",8728,"text",47,1081
"“There go flukes!” was now the cry from Tashtego; and the whales",8729,"text",47,1081
"disappeared.",8730,"text",47,1081
"",8731,"text",47,1082
"“Quick, steward!” cried Ahab. “Time! time!”",8732,"text",47,1082
"",8733,"text",47,1083
"Dough-Boy hurried below, glanced at the watch, and reported the exact",8734,"text",47,1083
"minute to Ahab.",8735,"text",47,1083
"",8736,"text",47,1084
"The ship was now kept away from the wind, and she went gently rolling",8737,"text",47,1084
"before it. Tashtego reporting that the whales had gone down heading to",8738,"text",47,1084
"leeward, we confidently looked to see them again directly in advance of",8739,"text",47,1084
"our bows. For that singular craft at times evinced by the Sperm Whale",8740,"text",47,1084
"when, sounding with his head in one direction, he nevertheless, while",8741,"text",47,1084
"concealed beneath the surface, mills round, and swiftly swims off in",8742,"text",47,1084
"the opposite quarter—this deceitfulness of his could not now be in",8743,"text",47,1084
"action; for there was no reason to suppose that the fish seen by",8744,"text",47,1084
"Tashtego had been in any way alarmed, or indeed knew at all of our",8745,"text",47,1084
"vicinity. One of the men selected for shipkeepers—that is, those not",8746,"text",47,1084
"appointed to the boats, by this time relieved the Indian at the",8747,"text",47,1084
"main-mast head. The sailors at the fore and mizzen had come down; the",8748,"text",47,1084
"line tubs were fixed in their places; the cranes were thrust out; the",8749,"text",47,1084
"mainyard was backed, and the three boats swung over the sea like three",8750,"text",47,1084
"samphire baskets over high cliffs. Outside of the bulwarks their eager",8751,"text",47,1084
"crews with one hand clung to the rail, while one foot was expectantly",8752,"text",47,1084
"poised on the gunwale. So look the long line of man-of-war’s men about",8753,"text",47,1084
"to throw themselves on board an enemy’s ship.",8754,"text",47,1084
"",8755,"text",47,1085
"But at this critical instant a sudden exclamation was heard that took",8756,"text",47,1085
"every eye from the whale. With a start all glared at dark Ahab, who was",8757,"text",47,1085
"surrounded by five dusky phantoms that seemed fresh formed out of air.",8758,"text",47,1085
"",8759,"text",47,1086
"",8760,"text",47,1087
"",8761,"text",47,1088
"",8762,"text",47,1089
"CHAPTER XLVIII. THE FIRST LOWERING",8763,"text",48,1089
"",8764,"text",48,1090
"",8765,"text",48,1091
"The phantoms, for so they then seemed, were flitting on the other side",8766,"text",48,1091
"of the deck, and, with a noiseless celerity, were casting loose the",8767,"text",48,1091
"tackles and bands of the boat which swung there. This boat had always",8768,"text",48,1091
"been deemed one of the spare boats, though technically called the",8769,"text",48,1091
"captain’s, on account of its hanging from the starboard quarter. The",8770,"text",48,1091
"figure that now stood by its bows was tall and swart, with one white",8771,"text",48,1091
"tooth evilly protruding from its steel-like lips. A rumpled Chinese",8772,"text",48,1091
"jacket of black cotton funereally invested him, with wide black",8773,"text",48,1091
"trowsers of the same dark stuff. But strangely crowning his ebonness",8774,"text",48,1091
"was a glistening white plaited turban, the living hair braided and",8775,"text",48,1091
"coiled round and round upon his head. Less swart in aspect, the",8776,"text",48,1091
"companions of this figure were of that vivid, tiger-yellow complexion",8777,"text",48,1091
"peculiar to some of the aboriginal natives of the Manillas;—a race",8778,"text",48,1091
"notorious for a certain diabolism of subtilty, and by some honest white",8779,"text",48,1091
"mariners supposed to be the paid spies and secret confidential agents",8780,"text",48,1091
"on the water of the devil, their lord, whose counting-room they suppose",8781,"text",48,1091
"to be elsewhere.",8782,"text",48,1091
"",8783,"text",48,1092
"While yet the wondering ship’s company were gazing upon these",8784,"text",48,1092
"strangers, Ahab cried out to the white-turbaned old man at their head,",8785,"text",48,1092
"“All ready there, Fedallah?”",8786,"text",48,1092
"",8787,"text",48,1093
"“Ready,” was the half-hissed reply.",8788,"text",48,1093
"",8789,"text",48,1094
"“Lower away then; d’ye hear?” shouting across the deck. “Lower away",8790,"text",48,1094
"there, I say.”",8791,"text",48,1094
"",8792,"text",48,1095
"Such was the thunder of his voice, that spite of their amazement the",8793,"text",48,1095
"men sprang over the rail; the sheaves whirled round in the blocks; with",8794,"text",48,1095
"a wallow, the three boats dropped into the sea; while, with a",8795,"text",48,1095
"dexterous, off-handed daring, unknown in any other vocation, the",8796,"text",48,1095
"sailors, goat-like, leaped down the rolling ship’s side into the tossed",8797,"text",48,1095
"boats below.",8798,"text",48,1095
"",8799,"text",48,1096
"Hardly had they pulled out from under the ship’s lee, when a fourth",8800,"text",48,1096
"keel, coming from the windward side, pulled round under the stern, and",8801,"text",48,1096
"showed the five strangers rowing Ahab, who, standing erect in the",8802,"text",48,1096
"stern, loudly hailed Starbuck, Stubb, and Flask, to spread themselves",8803,"text",48,1096
"widely, so as to cover a large expanse of water. But with all their",8804,"text",48,1096
"eyes again riveted upon the swart Fedallah and his crew, the inmates of",8805,"text",48,1096
"the other boats obeyed not the command.",8806,"text",48,1096
"",8807,"text",48,1097
"“Captain Ahab?”—said Starbuck.",8808,"text",48,1097
"",8809,"text",48,1098
"“Spread yourselves,” cried Ahab; “give way, all four boats. Thou,",8810,"text",48,1098
"Flask, pull out more to leeward!”",8811,"text",48,1098
"",8812,"text",48,1099
"“Aye, aye, sir,” cheerily cried little King-Post, sweeping round his",8813,"text",48,1099
"great steering oar. “Lay back!” addressing his crew.",8814,"text",48,1099
"“There!—there!—there again! There she blows right ahead, boys!—lay",8815,"text",48,1099
"back!”",8816,"text",48,1099
"",8817,"text",48,1100
"“Never heed yonder yellow boys, Archy.”",8818,"text",48,1100
"",8819,"text",48,1101
"“Oh, I don’t mind ’em, sir,” said Archy; “I knew it all before now.",8820,"text",48,1101
"Didn’t I hear ’em in the hold? And didn’t I tell Cabaco here of it?",8821,"text",48,1101
"What say ye, Cabaco? They are stowaways, Mr. Flask.”",8822,"text",48,1101
"",8823,"text",48,1102
"“Pull, pull, my fine hearts-alive; pull, my children; pull, my little",8824,"text",48,1102
"ones,” drawingly and soothingly sighed Stubb to his crew, some of whom",8825,"text",48,1102
"still showed signs of uneasiness. “Why don’t you break your backbones,",8826,"text",48,1102
"my boys? What is it you stare at? Those chaps in yonder boat? Tut! They",8827,"text",48,1102
"are only five more hands come to help us—never mind from where—the more",8828,"text",48,1102
"the merrier. Pull, then, do pull; never mind the brimstone—devils are",8829,"text",48,1102
"good fellows enough. So, so; there you are now; that’s the stroke for a",8830,"text",48,1102
"thousand pounds; that’s the stroke to sweep the stakes! Hurrah for the",8831,"text",48,1102
"gold cup of sperm oil, my heroes! Three cheers, men—all hearts alive!",8832,"text",48,1102
"Easy, easy; don’t be in a hurry—don’t be in a hurry. Why don’t you snap",8833,"text",48,1102
"your oars, you rascals? Bite something, you dogs! So, so, so,",8834,"text",48,1102
"then;—softly, softly! That’s it—that’s it! long and strong. Give way",8835,"text",48,1102
"there, give way! The devil fetch ye, ye ragamuffin rapscallions; ye are",8836,"text",48,1102
"all asleep. Stop snoring, ye sleepers, and pull. Pull, will ye? pull,",8837,"text",48,1102
"can’t ye? pull, won’t ye? Why in the name of gudgeons and ginger-cakes",8838,"text",48,1102
"don’t ye pull?—pull and break something! pull, and start your eyes out!",8839,"text",48,1102
"Here!” whipping out the sharp knife from his girdle; “every mother’s",8840,"text",48,1102
"son of ye draw his knife, and pull with the blade between his teeth.",8841,"text",48,1102
"That’s it—that’s it. Now ye do something; that looks like it, my",8842,"text",48,1102
"steel-bits. Start her—start her, my silver-spoons! Start her,",8843,"text",48,1102
"marling-spikes!”",8844,"text",48,1102
"",8845,"text",48,1103
"Stubb’s exordium to his crew is given here at large, because he had",8846,"text",48,1103
"rather a peculiar way of talking to them in general, and especially in",8847,"text",48,1103
"inculcating the religion of rowing. But you must not suppose from this",8848,"text",48,1103
"specimen of his sermonizings that he ever flew into downright passions",8849,"text",48,1103
"with his congregation. Not at all; and therein consisted his chief",8850,"text",48,1103
"peculiarity. He would say the most terrific things to his crew, in a",8851,"text",48,1103
"tone so strangely compounded of fun and fury, and the fury seemed so",8852,"text",48,1103
"calculated merely as a spice to the fun, that no oarsman could hear",8853,"text",48,1103
"such queer invocations without pulling for dear life, and yet pulling",8854,"text",48,1103
"for the mere joke of the thing. Besides he all the time looked so easy",8855,"text",48,1103
"and indolent himself, so loungingly managed his steering-oar, and so",8856,"text",48,1103
"broadly gaped—open-mouthed at times—that the mere sight of such a",8857,"text",48,1103
"yawning commander, by sheer force of contrast, acted like a charm upon",8858,"text",48,1103
"the crew. Then again, Stubb was one of those odd sort of humorists,",8859,"text",48,1103
"whose jollity is sometimes so curiously ambiguous, as to put all",8860,"text",48,1103
"inferiors on their guard in the matter of obeying them.",8861,"text",48,1103
"",8862,"text",48,1104
"In obedience to a sign from Ahab, Starbuck was now pulling obliquely",8863,"text",48,1104
"across Stubb’s bow; and when for a minute or so the two boats were",8864,"text",48,1104
"pretty near to each other, Stubb hailed the mate.",8865,"text",48,1104
"",8866,"text",48,1105
"“Mr. Starbuck! larboard boat there, ahoy! a word with ye, sir, if ye",8867,"text",48,1105
"please!”",8868,"text",48,1105
"",8869,"text",48,1106
"“Halloa!” returned Starbuck, turning round not a single inch as he",8870,"text",48,1106
"spoke; still earnestly but whisperingly urging his crew; his face set",8871,"text",48,1106
"like a flint from Stubb’s.",8872,"text",48,1106
"",8873,"text",48,1107
"“What think ye of those yellow boys, sir!”",8874,"text",48,1107
"",8875,"text",48,1108
"“Smuggled on board, somehow, before the ship sailed. (Strong, strong,",8876,"text",48,1108
"boys!”) in a whisper to his crew, then speaking out loud again: “A sad",8877,"text",48,1108
"business, Mr. Stubb! (seethe her, seethe her, my lads!) but never mind,",8878,"text",48,1108
"Mr. Stubb, all for the best. Let all your crew pull strong, come what",8879,"text",48,1108
"will. (Spring, my men, spring!) There’s hogsheads of sperm ahead, Mr.",8880,"text",48,1108
"Stubb, and that’s what ye came for. (Pull, my boys!) Sperm, sperm’s the",8881,"text",48,1108
"play! This at least is duty; duty and profit hand in hand!”",8882,"text",48,1108
"",8883,"text",48,1109
"“Aye, aye, I thought as much,” soliloquized Stubb, when the boats",8884,"text",48,1109
"diverged, “as soon as I clapt eye on ’em, I thought so. Aye, and that’s",8885,"text",48,1109
"what he went into the after hold for, so often, as Dough-Boy long",8886,"text",48,1109
"suspected. They were hidden down there. The White Whale’s at the bottom",8887,"text",48,1109
"of it. Well, well, so be it! Can’t be helped! All right! Give way, men!",8888,"text",48,1109
"It ain’t the White Whale to-day! Give way!”",8889,"text",48,1109
"",8890,"text",48,1110
"Now the advent of these outlandish strangers at such a critical instant",8891,"text",48,1110
"as the lowering of the boats from the deck, this had not unreasonably",8892,"text",48,1110
"awakened a sort of superstitious amazement in some of the ship’s",8893,"text",48,1110
"company; but Archy’s fancied discovery having some time previous got",8894,"text",48,1110
"abroad among them, though indeed not credited then, this had in some",8895,"text",48,1110
"small measure prepared them for the event. It took off the extreme edge",8896,"text",48,1110
"of their wonder; and so what with all this and Stubb’s confident way of",8897,"text",48,1110
"accounting for their appearance, they were for the time freed from",8898,"text",48,1110
"superstitious surmisings; though the affair still left abundant room",8899,"text",48,1110
"for all manner of wild conjectures as to dark Ahab’s precise agency in",8900,"text",48,1110
"the matter from the beginning. For me, I silently recalled the",8901,"text",48,1110
"mysterious shadows I had seen creeping on board the Pequod during the",8902,"text",48,1110
"dim Nantucket dawn, as well as the enigmatical hintings of the",8903,"text",48,1110
"unaccountable Elijah.",8904,"text",48,1110
"",8905,"text",48,1111
"Meantime, Ahab, out of hearing of his officers, having sided the",8906,"text",48,1111
"furthest to windward, was still ranging ahead of the other boats; a",8907,"text",48,1111
"circumstance bespeaking how potent a crew was pulling him. Those tiger",8908,"text",48,1111
"yellow creatures of his seemed all steel and whale-bone; like five",8909,"text",48,1111
"trip-hammers they rose and fell with regular strokes of strength, which",8910,"text",48,1111
"periodically started the boat along the water like a horizontal burst",8911,"text",48,1111
"boiler out of a Mississippi steamer. As for Fedallah, who was seen",8912,"text",48,1111
"pulling the harpooneer oar, he had thrown aside his black jacket, and",8913,"text",48,1111
"displayed his naked chest with the whole part of his body above the",8914,"text",48,1111
"gunwale, clearly cut against the alternating depressions of the watery",8915,"text",48,1111
"horizon; while at the other end of the boat Ahab, with one arm, like a",8916,"text",48,1111
"fencer’s, thrown half backward into the air, as if to counterbalance",8917,"text",48,1111
"any tendency to trip: Ahab was seen steadily managing his steering oar",8918,"text",48,1111
"as in a thousand boat lowerings ere the White Whale had torn him. All",8919,"text",48,1111
"at once the out-stretched arm gave a peculiar motion and then remained",8920,"text",48,1111
"fixed, while the boat’s five oars were seen simultaneously peaked. Boat",8921,"text",48,1111
"and crew sat motionless on the sea. Instantly the three spread boats in",8922,"text",48,1111
"the rear paused on their way. The whales had irregularly settled bodily",8923,"text",48,1111
"down into the blue, thus giving no distantly discernible token of the",8924,"text",48,1111
"movement, though from his closer vicinity Ahab had observed it.",8925,"text",48,1111
"",8926,"text",48,1112
"“Every man look out along his oars!” cried Starbuck. “Thou, Queequeg,",8927,"text",48,1112
"stand up!”",8928,"text",48,1112
"",8929,"text",48,1113
"Nimbly springing up on the triangular raised box in the bow, the savage",8930,"text",48,1113
"stood erect there, and with intensely eager eyes gazed off towards the",8931,"text",48,1113
"spot where the chase had last been descried. Likewise upon the extreme",8932,"text",48,1113
"stern of the boat where it was also triangularly platformed level with",8933,"text",48,1113
"the gunwale, Starbuck himself was seen coolly and adroitly balancing",8934,"text",48,1113
"himself to the jerking tossings of his chip of a craft, and silently",8935,"text",48,1113
"eyeing the vast blue eye of the sea.",8936,"text",48,1113
"",8937,"text",48,1114
"Not very far distant Flask’s boat was also lying breathlessly still;",8938,"text",48,1114
"its commander recklessly standing upon the top of the loggerhead, a",8939,"text",48,1114
"stout sort of post rooted in the keel, and rising some two feet above",8940,"text",48,1114
"the level of the stern platform. It is used for catching turns with the",8941,"text",48,1114
"whale line. Its top is not more spacious than the palm of a man’s hand,",8942,"text",48,1114
"and standing upon such a base as that, Flask seemed perched at the",8943,"text",48,1114
"mast-head of some ship which had sunk to all but her trucks. But little",8944,"text",48,1114
"King-Post was small and short, and at the same time little King-Post",8945,"text",48,1114
"was full of a large and tall ambition, so that this loggerhead",8946,"text",48,1114
"stand-point of his did by no means satisfy King-Post.",8947,"text",48,1114
"",8948,"text",48,1115
"“I can’t see three seas off; tip us up an oar there, and let me on to",8949,"text",48,1115
"that.”",8950,"text",48,1115
"",8951,"text",48,1116
"Upon this, Daggoo, with either hand upon the gunwale to steady his way,",8952,"text",48,1116
"swiftly slid aft, and then erecting himself volunteered his lofty",8953,"text",48,1116
"shoulders for a pedestal.",8954,"text",48,1116
"",8955,"text",48,1117
"“Good a mast-head as any, sir. Will you mount?”",8956,"text",48,1117
"",8957,"text",48,1118
"“That I will, and thank ye very much, my fine fellow; only I wish you",8958,"text",48,1118
"fifty feet taller.”",8959,"text",48,1118
"",8960,"text",48,1119
"Whereupon planting his feet firmly against two opposite planks of the",8961,"text",48,1119
"boat, the gigantic negro, stooping a little, presented his flat palm to",8962,"text",48,1119
"Flask’s foot, and then putting Flask’s hand on his hearse-plumed head",8963,"text",48,1119
"and bidding him spring as he himself should toss, with one dexterous",8964,"text",48,1119
"fling landed the little man high and dry on his shoulders. And here was",8965,"text",48,1119
"Flask now standing, Daggoo with one lifted arm furnishing him with a",8966,"text",48,1119
"breast-band to lean against and steady himself by.",8967,"text",48,1119
"",8968,"text",48,1120
"At any time it is a strange sight to the tyro to see with what wondrous",8969,"text",48,1120
"habitude of unconscious skill the whaleman will maintain an erect",8970,"text",48,1120
"posture in his boat, even when pitched about by the most riotously",8971,"text",48,1120
"perverse and cross-running seas. Still more strange to see him giddily",8972,"text",48,1120
"perched upon the loggerhead itself, under such circumstances. But the",8973,"text",48,1120
"sight of little Flask mounted upon gigantic Daggoo was yet more",8974,"text",48,1120
"curious; for sustaining himself with a cool, indifferent, easy,",8975,"text",48,1120
"unthought of, barbaric majesty, the noble negro to every roll of the",8976,"text",48,1120
"sea harmoniously rolled his fine form. On his broad back, flaxen-haired",8977,"text",48,1120
"Flask seemed a snow-flake. The bearer looked nobler than the rider.",8978,"text",48,1120
"Though truly vivacious, tumultuous, ostentatious little Flask would now",8979,"text",48,1120
"and then stamp with impatience; but not one added heave did he thereby",8980,"text",48,1120
"give to the negro’s lordly chest. So have I seen Passion and Vanity",8981,"text",48,1120
"stamping the living magnanimous earth, but the earth did not alter her",8982,"text",48,1120
"tides and her seasons for that.",8983,"text",48,1120
"",8984,"text",48,1121
"Meanwhile Stubb, the third mate, betrayed no such far-gazing",8985,"text",48,1121
"solicitudes. The whales might have made one of their regular soundings,",8986,"text",48,1121
"not a temporary dive from mere fright; and if that were the case,",8987,"text",48,1121
"Stubb, as his wont in such cases, it seems, was resolved to solace the",8988,"text",48,1121
"languishing interval with his pipe. He withdrew it from his hatband,",8989,"text",48,1121
"where he always wore it aslant like a feather. He loaded it, and rammed",8990,"text",48,1121
"home the loading with his thumb-end; but hardly had he ignited his",8991,"text",48,1121
"match across the rough sand-paper of his hand, when Tashtego, his",8992,"text",48,1121
"harpooneer, whose eyes had been setting to windward like two fixed",8993,"text",48,1121
"stars, suddenly dropped like light from his erect attitude to his seat,",8994,"text",48,1121
"crying out in a quick phrensy of hurry, “Down, down all, and give",8995,"text",48,1121
"way!—there they are!”",8996,"text",48,1121
"",8997,"text",48,1122
"To a landsman, no whale, nor any sign of a herring, would have been",8998,"text",48,1122
"visible at that moment; nothing but a troubled bit of greenish white",8999,"text",48,1122
"water, and thin scattered puffs of vapor hovering over it, and",9000,"text",48,1122
"suffusingly blowing off to leeward, like the confused scud from white",9001,"text",48,1122
"rolling billows. The air around suddenly vibrated and tingled, as it",9002,"text",48,1122
"were, like the air over intensely heated plates of iron. Beneath this",9003,"text",48,1122
"atmospheric waving and curling, and partially beneath a thin layer of",9004,"text",48,1122
"water, also, the whales were swimming. Seen in advance of all the other",9005,"text",48,1122
"indications, the puffs of vapor they spouted, seemed their forerunning",9006,"text",48,1122
"couriers and detached flying outriders.",9007,"text",48,1122
"",9008,"text",48,1123
"All four boats were now in keen pursuit of that one spot of troubled",9009,"text",48,1123
"water and air. But it bade far to outstrip them; it flew on and on, as",9010,"text",48,1123
"a mass of interblending bubbles borne down a rapid stream from the",9011,"text",48,1123
"hills.",9012,"text",48,1123
"",9013,"text",48,1124
"“Pull, pull, my good boys,” said Starbuck, in the lowest possible but",9014,"text",48,1124
"intensest concentrated whisper to his men; while the sharp fixed glance",9015,"text",48,1124
"from his eyes darted straight ahead of the bow, almost seemed as two",9016,"text",48,1124
"visible needles in two unerring binnacle compasses. He did not say much",9017,"text",48,1124
"to his crew, though, nor did his crew say anything to him. Only the",9018,"text",48,1124
"silence of the boat was at intervals startlingly pierced by one of his",9019,"text",48,1124
"peculiar whispers, now harsh with command, now soft with entreaty.",9020,"text",48,1124
"",9021,"text",48,1125
"How different the loud little King-Post. “Sing out and say something,",9022,"text",48,1125
"my hearties. Roar and pull, my thunderbolts! Beach me, beach me on",9023,"text",48,1125
"their black backs, boys; only do that for me, and I’ll sign over to you",9024,"text",48,1125
"my Martha’s Vineyard plantation, boys; including wife and children,",9025,"text",48,1125
"boys. Lay me on—lay me on! O Lord, Lord! but I shall go stark, staring",9026,"text",48,1125
"mad: See! see that white water!” And so shouting, he pulled his hat",9027,"text",48,1125
"from his head, and stamped up and down on it; then picking it up,",9028,"text",48,1125
"flirted it far off upon the sea; and finally fell to rearing and",9029,"text",48,1125
"plunging in the boat’s stern like a crazed colt from the prairie.",9030,"text",48,1125
"",9031,"text",48,1126
"“Look at that chap now,” philosophically drawled Stubb, who, with his",9032,"text",48,1126
"unlighted short pipe, mechanically retained between his teeth, at a",9033,"text",48,1126
"short distance, followed after—“He’s got fits, that Flask has. Fits?",9034,"text",48,1126
"yes, give him fits—that’s the very word—pitch fits into ’em. Merrily,",9035,"text",48,1126
"merrily, hearts-alive. Pudding for supper, you know;—merry’s the word.",9036,"text",48,1126
"Pull, babes—pull, sucklings—pull, all. But what the devil are you",9037,"text",48,1126
"hurrying about? Softly, softly, and steadily, my men. Only pull, and",9038,"text",48,1126
"keep pulling; nothing more. Crack all your backbones, and bite your",9039,"text",48,1126
"knives in two—that’s all. Take it easy—why don’t ye take it easy, I",9040,"text",48,1126
"say, and burst all your livers and lungs!”",9041,"text",48,1126
"",9042,"text",48,1127
"But what it was that inscrutable Ahab said to that tiger-yellow crew of",9043,"text",48,1127
"his—these were words best omitted here; for you live under the blessed",9044,"text",48,1127
"light of the evangelical land. Only the infidel sharks in the audacious",9045,"text",48,1127
"seas may give ear to such words, when, with tornado brow, and eyes of",9046,"text",48,1127
"red murder, and foam-glued lips, Ahab leaped after his prey.",9047,"text",48,1127
"",9048,"text",48,1128
"Meanwhile, all the boats tore on. The repeated specific allusions of",9049,"text",48,1128
"Flask to “that whale,” as he called the fictitious monster which he",9050,"text",48,1128
"declared to be incessantly tantalizing his boat’s bow with its",9051,"text",48,1128
"tail—these allusions of his were at times so vivid and life-like, that",9052,"text",48,1128
"they would cause some one or two of his men to snatch a fearful look",9053,"text",48,1128
"over the shoulder. But this was against all rule; for the oarsmen must",9054,"text",48,1128
"put out their eyes, and ram a skewer through their necks; usage",9055,"text",48,1128
"pronouncing that they must have no organs but ears, and no limbs but",9056,"text",48,1128
"arms, in these critical moments.",9057,"text",48,1128
"",9058,"text",48,1129
"It was a sight full of quick wonder and awe! The vast swells of the",9059,"text",48,1129
"omnipotent sea; the surging, hollow roar they made, as they rolled",9060,"text",48,1129
"along the eight gunwales, like gigantic bowls in a boundless",9061,"text",48,1129
"bowling-green; the brief suspended agony of the boat, as it would tip",9062,"text",48,1129
"for an instant on the knife-like edge of the sharper waves, that almost",9063,"text",48,1129
"seemed threatening to cut it in two; the sudden profound dip into the",9064,"text",48,1129
"watery glens and hollows; the keen spurrings and goadings to gain the",9065,"text",48,1129
"top of the opposite hill; the headlong, sled-like slide down its other",9066,"text",48,1129
"side;—all these, with the cries of the headsmen and harpooneers, and",9067,"text",48,1129
"the shuddering gasps of the oarsmen, with the wondrous sight of the",9068,"text",48,1129
"ivory Pequod bearing down upon her boats with outstretched sails, like",9069,"text",48,1129
"a wild hen after her screaming brood;—all this was thrilling. Not the",9070,"text",48,1129
"raw recruit, marching from the bosom of his wife into the fever heat of",9071,"text",48,1129
"his first battle; not the dead man’s ghost encountering the first",9072,"text",48,1129
"unknown phantom in the other world;—neither of these can feel stranger",9073,"text",48,1129
"and stronger emotions than that man does, who for the first time finds",9074,"text",48,1129
"himself pulling into the charmed, churned circle of the hunted sperm",9075,"text",48,1129
"whale.",9076,"text",48,1129
"",9077,"text",48,1130
"The dancing white water made by the chase was now becoming more and",9078,"text",48,1130
